  8.4017E-01  1.3886E-01
  1.4003E+00  1.3886E-01
  1.9604E+00  1.3885E-01
  2.5205E+00  1.3885E-01
  3.0806E+00  1.3884E-01
  3.6407E+00  1.3884E-01
  4.2008E+00  1.3883E-01
  4.7610E+00  1.3882E-01
  5.3211E+00  1.3881E-01
  5.8812E+00  1.3880E-01
  6.4413E+00  1.3879E-01
  7.0014E+00  1.3877E-01
  7.5615E+00  1.3876E-01
  8.1216E+00  1.3874E-01
  8.6817E+00  1.3872E-01
  9.2418E+00  1.3870E-01
  9.8020E+00  1.3868E-01
  1.0362E+01  1.3866E-01
  1.0922E+01  1.3864E-01
  1.1482E+01  1.3862E-01
  1.2042E+01  1.3859E-01
  1.2603E+01  1.3857E-01
  1.3163E+01  1.3854E-01
  1.3723E+01  1.3851E-01
  1.4283E+01  1.3848E-01
  1.4843E+01  1.3845E-01
  1.5403E+01  1.3842E-01
  1.5963E+01  1.3838E-01
  1.6523E+01  1.3835E-01
  1.7083E+01  1.3831E-01
  1.7644E+01  1.3828E-01
  1.8204E+01  1.3824E-01
  1.8764E+01  1.3820E-01
  1.9324E+01  1.3816E-01
  1.9884E+01  1.3811E-01
  2.0444E+01  1.3807E-01
  2.1004E+01  1.3802E-01
  2.1564E+01  1.3798E-01
  2.2124E+01  1.3793E-01
  2.2685E+01  1.3788E-01
  2.3245E+01  1.3783E-01
  2.3805E+01  1.3778E-01
  2.4365E+01  1.3773E-01
  2.4925E+01  1.3767E-01
  2.5485E+01  1.3761E-01
  2.6045E+01  1.3756E-01
  2.6605E+01  1.3750E-01
  2.7165E+01  1.3744E-01
  2.7726E+01  1.3738E-01
  2.8286E+01  1.3731E-01
  2.8846E+01  1.3725E-01
  2.9406E+01  1.3718E-01
  2.9966E+01  1.3712E-01
  3.0526E+01  1.3705E-01
  3.1086E+01  1.3698E-01
  3.1646E+01  1.3691E-01
  3.2206E+01  1.3684E-01
  3.2767E+01  1.3676E-01
  3.3327E+01  1.3669E-01
  3.3887E+01  1.3661E-01
  3.4447E+01  1.3653E-01
  3.5007E+01  1.3645E-01
  3.5567E+01  1.3637E-01
  3.6127E+01  1.3629E-01
  3.6687E+01  1.3620E-01
  3.7247E+01  1.3612E-01
  3.7808E+01  1.3603E-01
  3.8368E+01  1.3595E-01
  3.8928E+01  1.3586E-01
  3.9488E+01  1.3577E-01
  4.0048E+01  1.3567E-01
  4.0608E+01  1.3558E-01
  4.1168E+01  1.3548E-01
  4.1728E+01  1.3539E-01
  4.2288E+01  1.3529E-01
  4.2849E+01  1.3519E-01
  4.3409E+01  1.3509E-01
  4.3969E+01  1.3499E-01
  4.4529E+01  1.3489E-01
  4.5089E+01  1.3478E-01
  4.5649E+01  1.3468E-01
  4.6209E+01  1.3457E-01
  4.6769E+01  1.3446E-01
  4.7329E+01  1.3435E-01
  4.7890E+01  1.3424E-01
  4.8450E+01  1.3412E-01
  4.9010E+01  1.3401E-01
  4.9570E+01  1.3389E-01
  5.0130E+01  1.3378E-01
  5.0690E+01  1.3366E-01
  5.1250E+01  1.3354E-01
  5.1810E+01  1.3342E-01
  5.2370E+01  1.3330E-01
  5.2931E+01  1.3317E-01
  5.3491E+01  1.3305E-01
  5.4051E+01  1.3292E-01
  5.4611E+01  1.3279E-01
  5.5171E+01  1.3267E-01
  5.5731E+01  1.3254E-01
  5.6291E+01  1.3240E-01
  5.6851E+01  1.3227E-01
  5.7411E+01  1.3214E-01
  5.7972E+01  1.3200E-01
  5.8532E+01  1.3187E-01
  5.9092E+01  1.3173E-01
  5.9652E+01  1.3159E-01
  6.0212E+01  1.3145E-01
  6.0772E+01  1.3131E-01
  6.1332E+01  1.3116E-01
  6.1892E+01  1.3102E-01
  6.2452E+01  1.3087E-01
  6.3013E+01  1.3073E-01
  6.3573E+01  1.3058E-01
  6.4133E+01  1.3043E-01
  6.4693E+01  1.3028E-01
  6.5253E+01  1.3013E-01
  6.5813E+01  1.2998E-01
  6.6373E+01  1.2982E-01
  6.6933E+01  1.2967E-01
  6.7493E+01  1.2951E-01
  6.8054E+01  1.2936E-01
  6.8614E+01  1.2920E-01
  6.9174E+01  1.2904E-01
  6.9734E+01  1.2888E-01
  7.0294E+01  1.2871E-01
  7.0854E+01  1.2855E-01
  7.1414E+01  1.2839E-01
  7.1974E+01  1.2822E-01
  7.2535E+01  1.2806E-01
  7.3095E+01  1.2789E-01
  7.3655E+01  1.2772E-01
  7.4215E+01  1.2755E-01
  7.4775E+01  1.2738E-01
  7.5335E+01  1.2721E-01
  7.5895E+01  1.2703E-01
  7.6455E+01  1.2686E-01
  7.7015E+01  1.2669E-01
  7.7576E+01  1.2651E-01
  7.8136E+01  1.2633E-01
  7.8696E+01  1.2615E-01
  7.9256E+01  1.2597E-01
  7.9816E+01  1.2579E-01
  8.0376E+01  1.2561E-01
  8.0936E+01  1.2543E-01
  8.1496E+01  1.2525E-01
  8.2056E+01  1.2506E-01
  8.2617E+01  1.2488E-01
  8.3177E+01  1.2469E-01
  8.3737E+01  1.2451E-01
  8.4297E+01  1.2432E-01
  8.4857E+01  1.2413E-01
  8.5417E+01  1.2394E-01
  8.5977E+01  1.2375E-01
  8.6537E+01  1.2356E-01
  8.7097E+01  1.2336E-01
  8.7658E+01  1.2317E-01
  8.8218E+01  1.2297E-01
  8.8778E+01  1.2278E-01
  8.9338E+01  1.2258E-01
  8.9898E+01  1.2239E-01
  9.0458E+01  1.2219E-01
  9.1018E+01  1.2199E-01
  9.1578E+01  1.2179E-01
  9.2138E+01  1.2159E-01
  9.2699E+01  1.2139E-01
  9.3259E+01  1.2118E-01
  9.3819E+01  1.2098E-01
  9.4379E+01  1.2078E-01
  9.4939E+01  1.2057E-01
  9.5499E+01  1.2037E-01
  9.6059E+01  1.2016E-01
  9.6619E+01  1.1995E-01
  9.7179E+01  1.1974E-01
  9.7740E+01  1.1954E-01
  9.8300E+01  1.1933E-01
  9.8860E+01  1.1912E-01
  9.9420E+01  1.1890E-01
  9.9980E+01  1.1869E-01
  1.0054E+02  1.1848E-01
  1.0110E+02  1.1827E-01
  1.0166E+02  1.1805E-01
  1.0222E+02  1.1784E-01
  1.0278E+02  1.1762E-01
  1.0334E+02  1.1741E-01
  1.0390E+02  1.1719E-01
  1.0446E+02  1.1697E-01
  1.0502E+02  1.1675E-01
  1.0558E+02  1.1654E-01
  1.0614E+02  1.1632E-01
  1.0670E+02  1.1610E-01
  1.0726E+02  1.1588E-01
  1.0782E+02  1.1565E-01
  1.0838E+02  1.1543E-01
  1.0894E+02  1.1521E-01
  1.0950E+02  1.1499E-01
  1.1006E+02  1.1476E-01
  1.1062E+02  1.1454E-01
  1.1118E+02  1.1431E-01
  1.1174E+02  1.1409E-01
  1.1230E+02  1.1386E-01
  1.1286E+02  1.1363E-01
  1.1342E+02  1.1341E-01
  1.1398E+02  1.1318E-01
  1.1454E+02  1.1295E-01
  1.1510E+02  1.1272E-01
  1.1566E+02  1.1249E-01
  1.1622E+02  1.1226E-01
  1.1678E+02  1.1203E-01
  1.1734E+02  1.1180E-01
  1.1790E+02  1.1157E-01
  1.1846E+02  1.1134E-01
  1.1902E+02  1.1111E-01
  1.1958E+02  1.1087E-01
  1.2014E+02  1.1064E-01
  1.2070E+02  1.1041E-01
  1.2126E+02  1.1017E-01
  1.2182E+02  1.0994E-01
  1.2238E+02  1.0970E-01
  1.2294E+02  1.0947E-01
  1.2350E+02  1.0923E-01
  1.2406E+02  1.0899E-01
  1.2462E+02  1.0876E-01
  1.2519E+02  1.0852E-01
  1.2575E+02  1.0828E-01
  1.2631E+02  1.0804E-01
  1.2687E+02  1.0781E-01
  1.2743E+02  1.0757E-01
