  5.6011E-01  2.7719E-41
  1.1202E+00  2.3057E-41
  1.6803E+00  2.1891E-41
  2.2404E+00  2.1401E-41
  2.8006E+00  2.1135E-41
  3.3607E+00  2.0965E-41
  3.9208E+00  2.0845E-41
  4.4809E+00  2.0753E-41
  5.0410E+00  2.0677E-41
  5.6011E+00  2.0612E-41
  6.1612E+00  2.0554E-41
  6.7213E+00  2.0502E-41
  7.2815E+00  2.0453E-41
  7.8416E+00  2.0408E-41
  8.4017E+00  2.0364E-41
  8.9618E+00  2.0322E-41
  9.5219E+00  2.0281E-41
  1.0082E+01  2.0242E-41
  1.0642E+01  2.0203E-41
  1.1202E+01  2.0165E-41
  1.1762E+01  2.0128E-41
  1.2322E+01  2.0091E-41
  1.2883E+01  2.0055E-41
  1.3443E+01  2.0019E-41
  1.4003E+01  1.9984E-41
  1.4563E+01  1.9949E-41
  1.5123E+01  1.9914E-41
  1.5683E+01  1.9879E-41
  1.6243E+01  1.9845E-41
  1.6803E+01  1.9811E-41
  1.7363E+01  1.9777E-41
  1.7924E+01  1.9743E-41
  1.8484E+01  1.9709E-41
  1.9044E+01  1.9676E-41
  1.9604E+01  1.9643E-41
  2.0164E+01  1.9610E-41
  2.0724E+01  1.9577E-41
  2.1284E+01  1.9544E-41
  2.1844E+01  1.9512E-41
  2.2404E+01  1.9479E-41
  2.2965E+01  1.9447E-41
  2.3525E+01  1.9414E-41
  2.4085E+01  1.9382E-41
  2.4645E+01  1.9350E-41
  2.5205E+01  1.9318E-41
  2.5765E+01  1.9287E-41
  2.6325E+01  1.9255E-41
  2.6885E+01  1.9223E-41
  2.7445E+01  1.9192E-41
  2.8006E+01  1.9161E-41
  2.8566E+01  1.9129E-41
  2.9126E+01  1.9098E-41
  2.9686E+01  1.9067E-41
  3.0246E+01  1.9036E-41
  3.0806E+01  1.9005E-41
  3.1366E+01  1.8975E-41
  3.1926E+01  1.8944E-41
  3.2486E+01  1.8913E-41
  3.3047E+01  1.8883E-41
  3.3607E+01  1.8852E-41
  3.4167E+01  1.8822E-41
  3.4727E+01  1.8792E-41
  3.5287E+01  1.8762E-41
  3.5847E+01  1.8732E-41
  3.6407E+01  1.8702E-41
  3.6967E+01  1.8672E-41
  3.7528E+01  1.8642E-41
  3.8088E+01  1.8612E-41
  3.8648E+01  1.8583E-41
  3.9208E+01  1.8553E-41
  3.9768E+01  1.8524E-41
  4.0328E+01  1.8494E-41
  4.0888E+01  1.8465E-41
  4.1448E+01  1.8436E-41
  4.2008E+01  1.8407E-41
  4.2569E+01  1.8378E-41
  4.3129E+01  1.8349E-41
  4.3689E+01  1.8320E-41
  4.4249E+01  1.8291E-41
  4.4809E+01  1.8262E-41
